Date,Close,High,Low,Open,Volume
2021-07-06,8451.400390625,8510.7001953125,8318.099609375,8318.099609375,50618000
2021-07-07,8290.0,8438.599609375,8245.2998046875,8438.599609375,42773400
2021-07-08,8259.7998046875,8327.7998046875,8226.7001953125,8292.0,39458000
2021-07-09,8266.5,8346.900390625,8218.400390625,8258.7001953125,40816600
2021-07-12,8251.2001953125,8391.7998046875,8243.5,8271.599609375,35607600
2021-07-13,8199.7998046875,8304.7998046875,8199.7998046875,8249.099609375,38410100
2021-07-14,8227.599609375,8311.7001953125,8199.7998046875,8204.7001953125,43489400
2021-07-15,8216.5,8231.599609375,8164.60009765625,8225.099609375,42459400
2021-07-16,8167.2001953125,8211.400390625,8139.2001953125,8205.2001953125,43407400
2021-07-19,7983.10009765625,8162.7998046875,7962.2998046875,8160.5,40802000
2021-07-20,7851.39990234375,7979.0,7796.5,7954.60009765625,86764800
2021-07-21,7912.2998046875,8013.89990234375,7851.39990234375,7851.39990234375,62065000
2021-07-22,8111.89990234375,8130.7998046875,7915.7001953125,7917.2001953125,0
2021-07-23,8026.2001953125,8112.7998046875,8002.7001953125,8110.7998046875,37516200
2021-07-26,7914.7998046875,8036.2998046875,7909.39990234375,8026.2001953125,37480500
2021-07-27,8014.60009765625,8032.2001953125,7921.39990234375,7923.39990234375,33986400
2021-07-28,7901.60009765625,8015.5,7901.60009765625,8013.10009765625,34354500
2021-07-29,7928.0,7946.5,7899.7998046875,7904.2001953125,25073900
2021-07-30,7847.7998046875,7941.7001953125,7847.7998046875,7925.2001953125,41589100
2021-08-02,7965.0,8013.60009765625,7846.60009765625,7849.2998046875,52156700
2021-08-03,7854.0,7959.7001953125,7841.2998046875,7955.0,56409100
2021-08-04,7924.0,7937.89990234375,7826.60009765625,7854.7998046875,40577300
2021-08-05,7827.0,7928.7001953125,7800.0,7922.0,38832500
2021-08-06,7906.10009765625,7908.0,7825.60009765625,7825.60009765625,0
2021-08-09,7855.10009765625,7919.0,7854.5,7905.0,0
2021-08-10,7794.5,7859.7998046875,7793.0,7854.2998046875,45060600
2021-08-11,7868.2998046875,7913.2001953125,7800.0,7800.2998046875,42764600
2021-08-12,7909.89990234375,7924.7998046875,7871.0,7878.10009765625,27969100
2021-08-13,7962.2998046875,7962.2998046875,7871.39990234375,7901.2998046875,36528700
2021-08-16,7695.10009765625,7951.2001953125,7695.10009765625,7946.2998046875,78541500
2021-08-17,7594.10009765625,7714.7998046875,7538.60009765625,7695.10009765625,56621600
2021-08-18,7555.60009765625,7654.2001953125,7449.2998046875,7594.10009765625,53456700
2021-08-19,7354.39990234375,7555.60009765625,7354.39990234375,7555.60009765625,52228700
2021-08-20,7341.7001953125,7391.5,7270.89990234375,7354.39990234375,57684200
2021-08-23,7323.0,7361.60009765625,7255.0,7313.89990234375,41457000
2021-08-24,7529.7001953125,7542.2001953125,7323.0,7323.0,66747700
2021-08-25,7559.5,7628.2001953125,7505.2998046875,7548.2001953125,0
2021-08-26,7495.39990234375,7569.10009765625,7485.5,7559.5,61770100
2021-08-27,7499.5,7512.2998046875,7441.2998046875,7495.39990234375,42865900
2021-08-30,7554.0,7635.10009765625,7499.5,7499.5,55843300
2021-08-31,7445.5,7551.2998046875,7414.0,7551.2998046875,65833300
2021-09-01,7541.39990234375,7541.39990234375,7421.2001953125,7448.7998046875,43786400
2021-09-02,7592.60009765625,7607.0,7520.10009765625,7552.7001953125,54503000
2021-09-03,7650.10009765625,7740.60009765625,7582.7998046875,7582.7998046875,54145100
2021-09-06,7521.5,7643.5,7455.39990234375,7643.10009765625,53777400
2021-09-07,7579.7998046875,7582.0,7506.0,7522.60009765625,54907000
2021-09-08,7592.2998046875,7592.2998046875,7505.10009765625,7577.7001953125,77117400
2021-09-09,7435.10009765625,7592.39990234375,7408.60009765625,7591.2001953125,56762800
2021-09-10,7504.7998046875,7565.0,7437.7001953125,7446.39990234375,47605900
2021-09-13,7598.2998046875,7632.7998046875,7502.5,7505.0,45091200
2021-09-14,7936.2001953125,7942.7998046875,7606.7998046875,7606.7998046875,100564000
2021-09-15,7760.7001953125,7936.2998046875,7750.7001953125,7932.5,68028100
2021-09-16,7862.89990234375,7922.5,7753.2001953125,7753.2001953125,141559200
2021-09-17,7761.7998046875,7862.0,7717.2998046875,7856.60009765625,0
2021-09-20,7529.7001953125,7758.0,7485.39990234375,7757.10009765625,59425600
2021-09-21,7640.10009765625,7686.10009765625,7441.5,7527.7998046875,72010100
2021-09-22,7811.7998046875,7861.5,7620.0,7620.0,76046000
2021-09-23,8028.7998046875,8046.0,7819.10009765625,7819.10009765625,0
2021-09-24,8142.2001953125,8234.2998046875,8033.10009765625,8044.5,76215900
2021-09-27,8289.2001953125,8351.400390625,8154.89990234375,8154.89990234375,75024600
2021-09-28,8649.2001953125,8649.7001953125,8294.099609375,8294.099609375,111632100
2021-09-29,8492.7998046875,8647.099609375,8442.099609375,8640.2998046875,99468400
2021-09-30,8665.0,8665.0,8501.599609375,8501.599609375,84607200
2021-10-01,8553.7001953125,8646.599609375,8450.7998046875,8641.0,166912000
2021-10-04,8669.900390625,8735.2998046875,8563.599609375,8563.599609375,59943700
2021-10-05,8881.400390625,8907.599609375,8668.599609375,8669.2998046875,81402100
2021-10-06,8932.5,9022.2001953125,8872.900390625,8894.0,92535000
2021-10-07,8863.099609375,8940.900390625,8776.900390625,8940.900390625,86795900
2021-10-08,8949.400390625,8960.2998046875,8848.2998046875,8873.5,75005400
2021-10-11,9067.5,9074.099609375,8987.2998046875,8987.2998046875,64893100
2021-10-12,8966.400390625,9117.0,8893.7998046875,9069.099609375,74229900
2021-10-13,8984.099609375,9054.0,8958.900390625,8964.7998046875,59568400
2021-10-14,8904.400390625,8998.599609375,8857.2998046875,8994.2001953125,58311300
2021-10-15,8935.2001953125,9002.7998046875,8907.599609375,8913.0,41575900
2021-10-18,9004.2001953125,9046.2001953125,8940.2001953125,8946.900390625,58729200
2021-10-19,8941.2998046875,9053.099609375,8941.0,9019.400390625,46701500
2021-10-20,8851.7998046875,8981.099609375,8819.0,8952.2998046875,89734000
2021-10-21,8731.599609375,8874.7998046875,8728.900390625,8854.099609375,69484300
2021-10-22,8549.900390625,8728.7001953125,8515.099609375,8723.5,67013800
2021-10-25,8775.7001953125,8800.400390625,8555.0,8555.0,52093000
2021-10-26,8736.599609375,8846.900390625,8728.2001953125,8778.7001953125,51607100
2021-10-27,8755.900390625,8792.7998046875,8675.900390625,8743.7001953125,0
2021-10-28,8586.2001953125,8746.099609375,8540.7998046875,8746.099609375,69310400
2021-10-29,8431.7998046875,8612.900390625,8431.7998046875,8589.5,50990400
2021-11-01,8529.599609375,8562.2001953125,8397.5,8440.0,35756600
2021-11-02,8440.5,8624.900390625,8421.2001953125,8531.099609375,0
2021-11-03,8493.7001953125,8526.5,8431.2998046875,8455.2001953125,53559300
2021-11-04,8324.099609375,8495.7001953125,8278.099609375,8495.7001953125,55773800
2021-11-05,8271.900390625,8337.7998046875,8230.7001953125,8334.7998046875,44047000
2021-11-08,8433.400390625,8479.2998046875,8258.5,8267.599609375,36410400
2021-11-09,8347.2998046875,8460.5,8334.7001953125,8428.7001953125,38705900
2021-11-10,8256.400390625,8383.0,8223.2001953125,8349.2998046875,39567100
2021-11-11,8092.7998046875,8242.7998046875,8044.60009765625,8240.7001953125,42560000
2021-11-12,8203.2001953125,8219.2001953125,8088.7001953125,8089.0,44317800
2021-11-15,8187.7001953125,8242.900390625,8139.60009765625,8192.0,35447900
2021-11-16,8126.0,8199.400390625,8111.60009765625,8186.7001953125,38018900
2021-11-17,8148.2998046875,8191.60009765625,8081.2998046875,8126.2998046875,0
2021-11-18,8029.10009765625,8134.7998046875,7992.7001953125,8123.60009765625,41786200
2021-11-19,8078.0,8093.5,8016.39990234375,8018.10009765625,25318600
2021-11-22,7947.89990234375,8081.39990234375,7882.2001953125,8078.0,41076700
2021-11-23,8150.10009765625,8182.2998046875,7936.7001953125,7947.89990234375,47202800
2021-11-24,8249.400390625,8319.2998046875,8150.10009765625,8150.10009765625,46351900
2021-11-25,8208.2001953125,8270.7998046875,8165.2001953125,8252.2001953125,42810800
2021-11-26,7834.10009765625,8206.099609375,7813.39990234375,8206.099609375,45610400
2021-11-29,7723.2001953125,7822.2998046875,7467.7001953125,7812.7998046875,58737100
2021-11-30,7723.2001953125,7812.10009765625,7710.89990234375,7724.2001953125,81470800
2021-12-01,7709.0,7727.2998046875,7627.0,7720.10009765625,56398500
2021-12-02,7664.2998046875,7724.39990234375,7585.7001953125,7708.0,40179700
2021-12-03,7787.2001953125,7825.60009765625,7660.5,7660.5,42525300
2021-12-06,7836.39990234375,7890.2998046875,7788.60009765625,7797.2998046875,54629300
2021-12-07,7998.39990234375,8026.39990234375,7840.10009765625,7843.60009765625,52389400
2021-12-08,8115.39990234375,8169.39990234375,7992.2998046875,7995.2001953125,53212900
2021-12-09,8026.7001953125,8154.89990234375,8026.7001953125,8115.60009765625,0
2021-12-10,7907.0,8020.7998046875,7862.89990234375,8020.7998046875,84410800
2021-12-13,8039.89990234375,8077.7998046875,7924.89990234375,7928.0,21114000
2021-12-14,7961.7001953125,8029.2998046875,7927.60009765625,8017.89990234375,36889900
2021-12-15,7925.5,7982.89990234375,7904.10009765625,7961.39990234375,0
2021-12-16,7832.89990234375,7943.2001953125,7819.7001953125,7925.2998046875,43116600
2021-12-17,7911.7998046875,8012.5,7856.10009765625,7866.7998046875,82163500
2021-12-20,7643.2001953125,7909.89990234375,7600.2001953125,7909.2001953125,0
2021-12-21,7767.2998046875,7778.7998046875,7647.60009765625,7653.5,46692400
2021-12-22,7831.10009765625,7863.2998046875,7760.60009765625,7776.10009765625,60187700
2021-12-23,7844.39990234375,7901.10009765625,7822.10009765625,7822.7001953125,0
2021-12-24,7911.2001953125,7911.2001953125,7837.7001953125,7844.39990234375,25449000
2021-12-29,8001.89990234375,8054.89990234375,7917.60009765625,7917.60009765625,36130500
2021-12-30,7966.2998046875,8029.2001953125,7932.2001953125,8014.0,0
2021-12-31,7900.39990234375,7971.2998046875,7897.89990234375,7968.7001953125,29439000
2022-01-04,8206.900390625,8209.2001953125,7915.60009765625,7930.0,0
2022-01-05,8274.2998046875,8331.900390625,8196.2998046875,8200.2998046875,0
2022-01-06,8060.0,8276.7001953125,8016.60009765625,8272.7001953125,51342000
2022-01-07,8237.599609375,8253.099609375,8073.5,8090.10009765625,0
2022-01-10,8329.2001953125,8376.5,8212.7998046875,8236.599609375,37474300
2022-01-11,8293.599609375,8321.099609375,8208.2998046875,8320.7998046875,40314900
2022-01-12,8544.099609375,8551.599609375,8302.5,8302.5,59129900
2022-01-13,8670.099609375,8670.099609375,8550.599609375,8553.2998046875,49437900
2022-01-14,8575.5,8662.2001953125,8553.900390625,8660.599609375,44535400
2022-01-17,8695.099609375,8720.2001953125,8561.7998046875,8561.7998046875,0
2022-01-18,8708.400390625,8746.2001953125,8662.099609375,8709.7998046875,48789000
2022-01-19,8760.099609375,8825.7001953125,8670.599609375,8701.099609375,66069500
2022-01-20,8826.2001953125,8840.099609375,8693.900390625,8768.7998046875,61840800
2022-01-21,8560.599609375,8813.7001953125,8513.2001953125,8811.7001953125,105030100
2022-01-24,8515.2001953125,8552.0,8437.7998046875,8552.0,0
2022-01-25,8168.10009765625,8505.7001953125,8094.7001953125,8499.2001953125,92976200
2022-01-27,8340.7001953125,8529.099609375,8176.7998046875,8199.0,113505400
2022-01-28,8408.7998046875,8488.5,8303.0,8343.5,118849500
2022-01-31,8522.900390625,8555.7001953125,8369.400390625,8441.400390625,0
2022-02-01,8545.900390625,8555.2998046875,8465.099609375,8524.7998046875,57934300
2022-02-02,8788.599609375,8808.599609375,8555.2001953125,8562.2001953125,55776100
2022-02-03,8727.900390625,8792.099609375,8668.2998046875,8787.7001953125,54440500
2022-02-04,8823.400390625,8823.400390625,8718.099609375,8729.5,0
2022-02-07,8964.099609375,9013.599609375,8825.2998046875,8825.2998046875,54043800
2022-02-08,9019.400390625,9046.2001953125,8953.5,8974.7998046875,60339600
2022-02-09,8986.5,9015.7998046875,8841.599609375,9014.599609375,51915600
2022-02-10,8946.900390625,9072.7001953125,8929.099609375,8988.400390625,76450200
2022-02-11,8878.7998046875,8990.599609375,8854.7001953125,8944.2998046875,44815300
2022-02-14,9177.2001953125,9203.400390625,8886.900390625,8886.900390625,0
2022-02-15,8892.900390625,9159.0,8892.900390625,9156.400390625,0
2022-02-16,8826.7998046875,8908.099609375,8766.5,8899.2001953125,53139600
2022-02-17,8901.5,8992.099609375,8797.2998046875,8831.7998046875,96366000
2022-02-18,8834.599609375,8971.599609375,8834.599609375,8898.0,64051700
2022-02-21,8846.2998046875,8889.2001953125,8754.900390625,8818.7001953125,0
2022-02-22,9018.2998046875,9019.7001953125,8838.7001953125,8847.2001953125,75053500
2022-02-23,9049.599609375,9083.5,8946.599609375,9010.2998046875,68199600
2022-02-24,8889.900390625,9036.2001953125,8686.099609375,9029.5,99617100
2022-02-25,8897.900390625,8926.900390625,8728.099609375,8886.099609375,80812800
2022-02-28,9017.900390625,9091.7001953125,8893.400390625,8894.7001953125,119767700
2022-03-01,9102.400390625,9199.7001953125,9017.2001953125,9024.7001953125,100695900
2022-03-02,9546.400390625,9547.7001953125,9084.599609375,9089.5,108159200
2022-03-03,9790.7001953125,9935.5,9557.2998046875,9558.7998046875,140243200
2022-03-04,9685.400390625,9788.900390625,9554.599609375,9788.900390625,0
2022-03-07,10194.2001953125,10301.7001953125,9697.0,9704.599609375,184932900
2022-03-08,9829.7998046875,10184.7998046875,9823.099609375,10182.0,106058700
2022-03-09,9843.099609375,10030.5,9824.7001953125,9825.2998046875,114334500
2022-03-10,9598.599609375,9845.5,9427.400390625,9804.0,140294500
2022-03-11,9631.400390625,9659.2998046875,9507.7998046875,9602.599609375,84695000
2022-03-14,9659.599609375,9776.400390625,9604.599609375,9644.2998046875,65741100
2022-03-15,9379.2001953125,9646.2001953125,9266.0,9645.2001953125,78968400
2022-03-16,9395.2998046875,9474.7001953125,9270.2998046875,9386.0,67892500
2022-03-17,9426.099609375,9461.7001953125,9354.599609375,9409.7998046875,71383800
2022-03-18,9635.7001953125,9702.599609375,9434.5,9442.0,109893000
2022-03-21,9678.400390625,9709.099609375,9540.2998046875,9637.099609375,40538200
2022-03-22,9842.2001953125,9987.7001953125,9691.900390625,9701.0,72662000
2022-03-23,9849.400390625,9874.2001953125,9783.7998046875,9834.7001953125,50388300
2022-03-24,10041.099609375,10088.099609375,9852.2998046875,9857.7001953125,0
2022-03-25,10130.2998046875,10138.599609375,9973.7001953125,10041.099609375,53423900
2022-03-28,10123.2998046875,10208.2998046875,10121.400390625,10137.599609375,55884500
2022-03-29,10067.7998046875,10120.400390625,9935.400390625,10119.5,52206700
2022-03-30,9983.2001953125,10080.0,9933.0,10068.7001953125,67705200
2022-03-31,9883.0,10162.7998046875,9882.5,10004.7001953125,57965300
2022-04-01,10002.099609375,10020.0,9834.599609375,9884.0,86752200
2022-04-04,10066.0,10098.5,9995.400390625,10000.599609375,48221100
2022-04-05,10289.7001953125,10361.900390625,10089.0,10099.2001953125,50757300
2022-04-06,10262.900390625,10282.7001953125,10140.2001953125,10282.7001953125,71090400
2022-04-07,10129.2001953125,10255.2001953125,10119.0,10252.0,67260400
2022-04-08,10171.7001953125,10293.400390625,10137.2001953125,10138.900390625,0
2022-04-11,10147.7001953125,10279.7998046875,10097.599609375,10183.7998046875,72089600
2022-04-12,10085.599609375,10147.900390625,9984.7001953125,10147.099609375,58464300
2022-04-13,10184.7001953125,10295.7001953125,10110.5,10113.7998046875,74609600
2022-04-14,10293.7001953125,10335.7001953125,10188.7001953125,10194.2998046875,68086900
2022-04-19,10422.900390625,10440.2998046875,10285.0,10303.5,55739500
2022-04-20,10363.7998046875,10420.0,10290.2001953125,10418.599609375,0
2022-04-21,10488.0,10526.0,10375.7998046875,10379.099609375,0
2022-04-22,10230.2001953125,10476.2001953125,10211.0,10464.400390625,90877200
2022-04-26,9823.099609375,10212.599609375,9708.900390625,10212.599609375,82298400
2022-04-27,9918.7998046875,9954.2998046875,9823.099609375,9825.099609375,0
2022-04-28,10014.0,10124.400390625,9910.5,9925.099609375,76649000
2022-04-29,10124.0,10189.0,10039.5,10053.099609375,67527000
2022-05-02,10068.900390625,10113.7001953125,9922.5,10110.400390625,54755800
2022-05-03,10043.2998046875,10109.099609375,10023.5,10066.7001953125,41369000
2022-05-04,10126.2998046875,10217.2001953125,10049.599609375,10055.5,39851200
2022-05-05,10325.599609375,10332.5,10130.400390625,10132.2001953125,0
2022-05-06,10116.900390625,10296.099609375,9992.0,10288.2998046875,0
2022-05-09,10170.2001953125,10205.7998046875,10071.2001953125,10134.2998046875,66086300
2022-05-10,9957.2998046875,10134.900390625,9676.2998046875,10113.0,95067400
2022-05-11,9945.099609375,9964.2001953125,9841.2998046875,9927.599609375,65334400
2022-05-12,9719.7001953125,10049.900390625,9693.599609375,9979.099609375,88168300
2022-05-13,9965.099609375,9973.0,9706.0,9716.400390625,0
2022-05-16,9999.0,10140.400390625,9941.7001953125,9972.7998046875,55560500
2022-05-17,10207.599609375,10225.099609375,10003.0,10013.2001953125,0
2022-05-18,10209.7001953125,10296.599609375,10162.7998046875,10214.7998046875,69342900
2022-05-19,10049.5,10168.7998046875,9958.5,10168.7998046875,82181200
2022-05-20,9885.7998046875,10067.5,9843.7001953125,10048.599609375,0
2022-05-23,9912.400390625,10027.5,9874.2001953125,9885.099609375,51454400
2022-05-24,9912.2001953125,9969.0,9892.2998046875,9914.2998046875,0
2022-05-25,9966.400390625,9986.900390625,9903.7001953125,9906.0,53485100
2022-05-26,9874.2998046875,9993.0,9815.7998046875,9972.900390625,62115800
2022-05-27,10097.7001953125,10144.900390625,9885.400390625,9886.900390625,60350700
2022-05-30,10098.2998046875,10239.7998046875,10063.2001953125,10112.599609375,60634400
2022-05-31,10053.2998046875,10154.2001953125,10053.2998046875,10104.900390625,113995200
2022-06-01,10081.599609375,10122.2001953125,9981.2998046875,10048.2998046875,103098500
2022-06-02,10389.7998046875,10396.2001953125,10077.2001953125,10085.900390625,133727800
2022-06-03,10497.400390625,10497.400390625,10397.0,10402.400390625,70718400
2022-06-06,10720.900390625,10754.7998046875,10495.2998046875,10497.599609375,57505300
2022-06-07,10688.7998046875,10775.7998046875,10624.5,10724.7998046875,74164900
2022-06-08,11140.900390625,11140.900390625,10701.7001953125,10718.099609375,0
2022-06-09,11202.7998046875,11307.400390625,11140.7001953125,11143.900390625,69500400
2022-06-10,11018.900390625,11193.2001953125,10867.7998046875,11187.7998046875,66272300
2022-06-14,10481.5,10977.2001953125,10371.7001953125,10975.7998046875,116468400
2022-06-15,10229.099609375,10482.400390625,10208.5,10482.400390625,79445600
2022-06-16,10278.2001953125,10337.599609375,10128.2001953125,10218.2001953125,74179600
2022-06-17,10114.900390625,10257.400390625,9966.5,10254.400390625,151310900
2022-06-20,9589.900390625,10098.2001953125,9545.7998046875,10090.5,0
2022-06-21,9858.0,9935.2001953125,9620.099609375,9624.400390625,102228900
2022-06-22,10007.7001953125,10165.099609375,9874.5,9892.099609375,88862500
2022-06-23,9801.2001953125,9999.7998046875,9720.599609375,9994.2998046875,80721300
2022-06-24,9659.2998046875,9792.900390625,9557.7001953125,9785.0,73993300
2022-06-27,9907.0,9946.2998046875,9666.2998046875,9666.2998046875,59147900
2022-06-28,10266.099609375,10295.7001953125,9917.2001953125,9917.2001953125,57048100
2022-06-29,10279.2998046875,10472.599609375,10193.7998046875,10272.599609375,54153400
2022-06-30,10026.2998046875,10268.599609375,10026.2998046875,10259.5,0
2022-07-01,9688.400390625,10031.599609375,9688.400390625,10031.2001953125,54071300
2022-07-04,9941.900390625,9982.400390625,9694.400390625,9694.400390625,0
2022-07-05,10156.599609375,10288.7001953125,9946.7001953125,9952.2001953125,0
2022-07-06,9566.2001953125,10123.2998046875,9565.7001953125,10116.7001953125,71099500
2022-07-07,9565.900390625,9615.7001953125,9510.0,9573.2998046875,70916300
2022-07-08,9767.5,9891.400390625,9577.5,9579.7998046875,60813300
2022-07-11,9755.900390625,9942.900390625,9755.900390625,9766.400390625,40977900
2022-07-12,9772.099609375,9909.099609375,9770.0,9776.2998046875,57440000
2022-07-13,9598.0,9766.2998046875,9537.099609375,9758.099609375,67548000
2022-07-14,9764.7998046875,9792.099609375,9596.7998046875,9596.7998046875,56683500
2022-07-15,9717.7001953125,9760.7001953125,9602.0,9760.7001953125,0
2022-07-18,9933.0,9948.7998046875,9721.5,9725.2001953125,49514900
2022-07-19,10176.0,10351.599609375,9939.099609375,9942.900390625,0
2022-07-20,10316.599609375,10343.900390625,10184.7998046875,10193.099609375,68447700
2022-07-21,10025.0,10327.7998046875,9935.2001953125,10325.599609375,63344500
2022-07-22,9906.099609375,10016.0,9794.7998046875,10014.400390625,68277800
2022-07-25,9825.900390625,9907.2001953125,9788.5,9904.099609375,42193900
2022-07-26,10102.900390625,10117.0,9833.099609375,9833.900390625,56551000
2022-07-27,10075.099609375,10155.5,10018.7001953125,10091.400390625,31728100
2022-07-28,10206.5,10242.0,10079.2998046875,10082.5,60640600
2022-07-29,10238.7998046875,10366.099609375,10210.2001953125,10210.2001953125,0
2022-08-01,10437.7998046875,10451.099609375,10239.7998046875,10241.900390625,42036500
2022-08-02,10341.400390625,10432.7001953125,10281.2998046875,10427.400390625,0
2022-08-03,10305.2001953125,10346.400390625,10218.400390625,10345.7001953125,48248600
2022-08-04,10074.099609375,10298.5,10074.099609375,10298.5,54863200
2022-08-05,9929.099609375,10064.7998046875,9849.5,10055.599609375,52475600
2022-08-08,10112.900390625,10138.099609375,9902.2998046875,9931.5,58735600
2022-08-09,10126.400390625,10177.2998046875,10106.099609375,10106.099609375,0
2022-08-10,10098.5,10208.2001953125,10082.400390625,10119.599609375,44587000
2022-08-11,10149.400390625,10149.400390625,10047.099609375,10103.7998046875,51647100
2022-08-12,10383.7998046875,10386.5,10145.0,10148.7001953125,47655100
2022-08-15,10297.7001953125,10372.5,10287.0,10359.900390625,65072100
2022-08-16,10190.599609375,10293.5,10130.2998046875,10291.5,56975300
2022-08-17,10130.400390625,10196.2998046875,10103.2001953125,10189.2001953125,85341200
2022-08-18,10269.099609375,10363.7998046875,10130.7001953125,10132.900390625,53490300
2022-08-19,10675.7001953125,10744.7001953125,10269.099609375,10275.2001953125,73293600
2022-08-22,10583.099609375,10674.2001953125,10552.2998046875,10673.599609375,0
2022-08-23,10721.2001953125,10858.7001953125,10585.7001953125,10591.599609375,64529600
2022-08-24,11025.400390625,11025.400390625,10734.599609375,10740.900390625,77840500
2022-08-25,11199.0,11300.599609375,11025.400390625,11032.5,0
2022-08-26,11346.7001953125,11377.2998046875,11098.5,11196.7998046875,67733100
2022-08-29,11164.599609375,11341.099609375,11035.099609375,11341.099609375,0
2022-08-30,11324.400390625,11511.5,11173.0,11181.2998046875,79700200
2022-08-31,10998.099609375,11313.7001953125,10911.099609375,11308.5,0
2022-09-01,10755.2001953125,10991.599609375,10747.5,10985.2998046875,0
2022-09-02,10756.900390625,10785.900390625,10618.099609375,10690.7998046875,56764000
2022-09-05,11184.2998046875,11217.7998046875,10756.900390625,10756.900390625,63616300
2022-09-06,11240.599609375,11341.5,11180.7998046875,11185.0,70770800
2022-09-07,10916.900390625,11234.900390625,10889.5,11234.400390625,70251000
2022-09-08,10615.5,10918.2998046875,10408.2998046875,10901.2001953125,72802200
2022-09-09,10727.900390625,10751.900390625,10527.400390625,10621.099609375,71400700
2022-09-12,10740.7001953125,10875.2998046875,10720.099609375,10740.599609375,55728600
2022-09-13,10851.7998046875,10917.7998046875,10753.599609375,10755.2001953125,61941800
2022-09-14,10609.2998046875,10836.099609375,10576.400390625,10834.599609375,63345600
2022-09-15,11003.900390625,11052.5,10621.5,10626.400390625,68533200
2022-09-16,10678.2998046875,10988.0,10522.2001953125,10986.900390625,125598900
2022-09-19,10556.599609375,10677.2998046875,10518.2998046875,10676.5,53976000
2022-09-20,10767.099609375,10802.7998046875,10559.599609375,10561.5,53708300
2022-09-21,10677.0,10792.599609375,10622.5,10765.400390625,60629400
2022-09-23,10455.5,10696.2001953125,10328.900390625,10677.599609375,83655000
2022-09-26,9796.900390625,10431.0,9754.400390625,10423.599609375,130400800
2022-09-27,9965.7001953125,10046.7001953125,9787.599609375,9787.599609375,96931800
2022-09-28,9972.599609375,10304.2998046875,9931.5,9974.7001953125,82587500
2022-09-29,10249.599609375,10402.2001953125,9989.2001953125,9999.2998046875,68491900
2022-09-30,10256.2998046875,10338.2001953125,10165.099609375,10249.400390625,70615700
2022-10-03,10359.900390625,10459.099609375,10253.2001953125,10262.0,43716400
2022-10-04,10822.900390625,10822.900390625,10371.5,10375.0,70151300
2022-10-05,10950.0,11041.7998046875,10834.599609375,10838.099609375,73853800
2022-10-06,11192.099609375,11233.7998046875,10946.2001953125,10947.2998046875,66531900
2022-10-07,11298.0,11328.7998046875,11182.5,11186.7998046875,0
