date,xejVolatility,cloudCover,viterbi_state_index,viterbi_state_label,posterior_low,posterior_normal,posterior_high,state_entropy
2022-08-02,151.400390625,81,1,Low Volatility,0.592360846968243,0.40529853542358873,0.0023406176079641804,0.690399148695892
2022-08-03,128.0,31,1,Low Volatility,0.6407737049866841,0.35730680928463726,0.0019194857283703502,0.664928629722263
2022-08-04,224.400390625,47,0,Normal Volatility,0.0430247402917086,0.9519707462325517,0.005004513475454737,0.20872288324021435
2022-08-05,215.2998046875,73,0,Normal Volatility,0.023102249555498396,0.9693079572951925,0.007589793149704462,0.15430679594769922
2022-08-08,235.7998046875,23,0,Normal Volatility,0.020385687887495084,0.9780920567904647,0.0015222553216601544,0.11090181540041054
2022-08-09,71.2001953125,44,1,Low Volatility,0.7124568576274806,0.2852471896626307,0.002295952710034358,0.6133138990670914
2022-08-10,125.7998046875,97,1,Low Volatility,0.8292881703743383,0.16770693641805573,0.0030048932079806043,0.47213037828184046
2022-08-11,102.30078125,69,1,Low Volatility,0.7407195380266351,0.25325679262144735,0.00602366935224597,0.6009184377081769
2022-08-12,241.5,70,0,Normal Volatility,0.053320931893029756,0.9308130253808994,0.015866042726067724,0.2887848721323851
2022-08-15,85.5,70,1,Low Volatility,0.6112160358816073,0.35291420400945794,0.035869760108620564,0.7878449919833657
2022-08-16,163.2001953125,69,1,Low Volatility,0.5865735136740661,0.35121141170572306,0.06221507462014394,0.8531890024384178
2022-08-17,93.099609375,100,1,Low Volatility,0.5127029479453323,0.32815238990083145,0.15914466215361617,1.0006669628950127
2022-08-18,233.099609375,75,0,Normal Volatility,0.008537299597732452,0.5724396199754144,0.4190230804267448,0.7244786582530265
2022-08-19,475.6005859375,58,2,High Volatility,2.2922931500339027e-19,0.02999304356634798,0.9700069564334416,0.13471798609852761
2022-08-22,121.900390625,66,2,High Volatility,0.010101068720863268,0.10557931012911195,0.8843196211500647,0.39250412427175
2022-08-23,273.0,59,2,High Volatility,2.1105329531186635e-05,0.14214935094833597,0.8578295437225537,0.4090911657357785
2022-08-24,290.80078125,67,2,High Volatility,2.6066887749765563e-06,0.1380328729001507,0.861964520410791,0.4014121805920301
2022-08-25,275.19921875,84,2,High Volatility,1.3480707196359954e-05,0.1317422558158998,0.8682442634772068,0.3898480463079037
2022-08-26,278.7998046875,53,2,High Volatility,6.59157965250044e-06,0.11631491082626289,0.8836784975937718,0.3596022444035955
2022-08-29,306.0,66,2,High Volatility,2.0711045291323956e-07,0.06731883809621761,0.9326809547935501,0.24665111718241606
2022-08-30,338.5,65,2,High Volatility,1.452059039146796e-09,0.029674962679238893,0.9703250358691425,0.1336105156654004
2022-08-31,402.6005859375,41,2,High Volatility,3.632113343715518e-14,0.01969755043769602,0.9803024495624052,0.09685968875900645
2022-09-01,244.099609375,56,2,High Volatility,5.103598775686245e-05,0.089371671959776,0.9105772920524443,0.30163233025974345
2022-09-02,167.80078125,48,2,High Volatility,0.007885237173758324,0.08822000460127662,0.9038947582248581,0.34370922784197194
2022-09-05,460.8994140625,100,2,High Volatility,9.690510252273166e-19,0.0036501687581265677,0.9963498312422864,0.02413182985990867
2022-09-06,160.7001953125,34,2,High Volatility,0.0004978038246000079,0.05223957320713534,0.947262622968211,0.20931437753130602
2022-09-07,345.400390625,86,2,High Volatility,2.427109459538963e-10,0.012409823993002429,0.987590175764219,0.06680253644504767
2022-09-08,510.0,90,2,High Volatility,5.564991055087049e-25,0.0004819443127544762,0.9995180556870773,0.004162765554058077
2022-09-09,224.5,76,2,High Volatility,1.3122483423993533e-05,0.4013271077926221,0.5986597697237259,0.673699997289249
2022-09-12,155.2001953125,70,2,High Volatility,0.142207693190712,0.4048400601110016,0.4529522466986561,1.0021772794021306
2022-09-13,164.2001953125,20,2,High Volatility,0.14711209989051038,0.4410869668665418,0.4118009332428239,1.0083407928083323
2022-09-14,259.69921875,67,2,High Volatility,0.0003221326567116895,0.35858840177186607,0.641089465571739,0.6553708056928371
2022-09-15,431.0,48,2,High Volatility,1.22459109884275e-16,0.010504558710694117,0.9894954412892544,0.058307393371129466
